"GOTerm.identifier","GOTerm.name","GOTerm.namespace","GOTerm.description"
"GO:0062023","collagen-containing extracellular matrix","cellular_component","An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells."
"GO:0070008","serine-type exopeptidase activity","molecular_function","Catalysis of the hydrolysis of a peptide bond not more than three residues from the N- or C-terminus of a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:0070072","vacuolar proton-transporting V-type ATPase complex assembly","biological_process","The aggregation, arrangement and bonding together of a vacuolar proton-transporting V-type ATPase complex, proton-transporting two-sector ATPase complex that couples ATP hydrolysis to the transport of protons across the vacuolar membrane."
"GO:0070176","DRM complex","cellular_component","A transcriptional repressor complex that contains the lin-9, lin-35, lin-37, lin-52, lin-53, lin-5is involved in 4-, dpl-1 and efl-1 proteins, and is involved in cell fate specification."
"GO:0070189","kynurenine metabolic process","biological_process","The chemical reactions and pathways involving kynurenine, the amino acid 3-(2-aminobenzoyl)-alanine."
"GO:0070273","phosphatidylinositol-4-phosphate binding","molecular_function","Interacting selectively and non-covalently with phosphatidylinositol-4-phosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4' position."
"GO:0070286","axonemal dynein complex assembly","biological_process","The aggregation, arrangement and bonding together of a set of components to form an axonemal dynein complex, a dynein complex found in eukaryotic cilia and flagella, in which the motor domain heads interact with adjacent microtubules to generate a sliding force which is converted to a bending motion."
"GO:0070403","NAD+ binding","molecular_function","Interacting selectively and non-covalently with the oxidized form, NAD, of nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions."
"GO:0070449","elongin complex","cellular_component","A transcription elongation factor complex that suppresses RNA polymerase II pausing, and may act by promoting proper alignment of the 3'-end of nascent transcripts with the polymerase catalytic site. Consists of a transcriptionally active Elongin A subunit (abut 100 kDa)and two smaller Elongin B (about 18 kDa) and Elongin C (about 15 kDa)subunits."
"GO:0070461","SAGA-type complex","cellular_component","A histone acetyltransferase complex that acetylates nucleosomal H3 and H2B and is required for the expression of a subset of Pol II-transcribed genes. The budding yeast complex includes the acetyltransferase Gcn5p, several proteins of the Spt and Ada families, and several TBP-associate proteins (TAFs); analogous complexes in other species have analogous compositions, and usually contain homologs of the yeast proteins."
"GO:0070476","rRNA (guanine-N7)-methylation","biological_process","The addition of a methyl group to the N7 atom in the base portion of a guanine nucleotide residue in an rRNA molecule."
"GO:0070481","nuclear-transcribed mRNA catabolic process, non-stop decay","biological_process","The chemical reactions and pathways resulting in the breakdown of the transcript body of a nuclear-transcribed mRNA that is lacking a stop codon."
"GO:0070531","BRCA1-A complex","cellular_component","A protein complex that contains the BRCA1-BARD1 heterodimer, RAP80/UIMC1, BRCC3/BRCC36, BRE/BRCC45, FAM175A/CCDC98/Abraxas and MERIT40/NBA1, and specifically recognizes and binds K63-linked polyubiquitin chains present on histone H2A and H2AX at DNA damage sites."
"GO:0070552","BRISC complex","cellular_component","A protein complex that contains the FAM175B/ABRO1, BRCC3/BRCC36, BRE/BRCC45 and MERIT40/NBA1 proteins, and specifically cleaves K63-linked polyubiquitin chains."
"GO:0070569","uridylyltransferase activity","molecular_function","Catalysis of the transfer of an uridylyl group to an acceptor."
"GO:0070573","metallodipeptidase activity","molecular_function","Catalysis of the hydrolysis of a dipeptide by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
"GO:0070577","lysine-acetylated histone binding","molecular_function","Interacting selectively and non-covalently with a histone in which a lysine residue has been modified by acetylation."
"GO:0070579","methylcytosine dioxygenase activity","molecular_function","Catalysis of the reaction: methylcytosine + 2-oxoglutarate + O2 = 5-hydroxymethylcytosine + succinate + CO2."
"GO:0070588","calcium ion transmembrane transport","biological_process","A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."
"GO:0070628","proteasome binding","molecular_function","Interacting selectively and non-covalently with a proteasome, a large multisubunit protein complex that catalyzes protein degradation."
"GO:0070652","HAUS complex","cellular_component","A protein complex that localizes to interphase centrosomes and to mitotic spindle tubules and regulates mitotic spindle assembly and centrosome integrity; in human, the complex consists of eight subunits, some of which are homologous to subunits of the Drosophila Augmin complex."
"GO:0070682","proteasome regulatory particle assembly","biological_process","The aggregation, arrangement and bonding together of a mature, active proteasome regulatory particle complex."
"GO:0070772","PAS complex","cellular_component","A class III phosphatidylinositol 3-kinase complex that contains a phosphatidylinositol-3-phosphate 5-kinase subunit (Fab1p in yeast; PIKfyve in mammals), a kinase activator, and a phosphatase, and may also contain additional proteins; it is involved in regulating the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate. In mammals the complex is composed of PIKFYVE, FIG4 and VAC14. In yeast it is composed of Atg18p, Fig4p, Fab1p, Vac14p and Vac7p."
"GO:0070773","protein-N-terminal glutamine amidohydrolase activity","molecular_function","Catalysis of the reaction: protein-N-terminal-L-glutamine + H2O = protein-N-terminal-L-glutamate + NH3. This reaction is the deamidation of an N-terminal glutamine residue of a protein."
